lon,lat,col,hex
0,42,gr,7f7f7f
1,42,gr,7f7f7f
2,42,b,000
3,42,b,000
4,42,b,000
5,42,b,007f
6,42,b,007f
7,42,b,000
8,42,b,000
9,42,b,000
10,42,b,000
11,42,b,000
12,42,b,000
13,42,g,7f7f0
14,42,g,7f7f7f
15,42,w,7f7f7f
16,42,b,000
17,42,b,000
18,42,b,007f
19,42,g,000
20,42,g,7f7f0
21,42,g,7f7f7f
22,42,g,7f7f0
23,42,g,7f7f0
24,42,g,7f7f0
25,42,g,7f7f0
26,42,g,7f7f7f
27,42,g,7f7f7f
28,42,b,7f7f7f
29,42,b,007f
30,42,b,007f
31,42,b,7f7f7f
32,42,g,7f7f7f
33,42,g,7f7f0
34,42,g,7f7f0
35,42,g,7f7f7f
36,42,b,7f7f7f
37,42,w,ffffff
38,42,b,7f7f7f
39,42,b,007f
40,42,b,07f7f
41,42,g,7f7f7f
42,42,g,7f7f7f
43,42,g,7f7f0
44,42,g,7f7f0
45,42,g,7f7f0
46,42,gr,7f7f0
47,42,gr,7f7f0
48,42,g,07f0
49,42,b,007f
50,42,b,007f
51,42,b,007f
52,42,b,07f7f
53,42,b,7f7f7f
54,42,g,ffff7f
55,42,w,ffffff
56,42,w,ffffff
57,42,gr,7f7f7f
58,42,gr,ffff7f
59,42,gr,ff7f7f
60,42,gr,7f7f7f
61,42,gr,ffff7f
62,42,gr,ffff7f
63,42,gr,ffff7f
64,42,gr,ff7f7f
65,42,gr,ff7f7f
66,42,gr,7f7f7f
67,42,gr,7f7f7f
68,42,gr,7f7f7f
69,42,gr,7f7f7f
70,42,gr,7f7f7f
71,42,gr,7f7f7f
72,42,w,7f7f7f
73,42,w,7f7f7f
74,42,g,7f7f7f
75,42,w,ffffff
76,42,w,ffffff
77,42,w,ffffff
78,42,w,ffffff
79,42,w,ffffff
80,42,w,ffffff
81,42,w,ffffff
82,42,w,ffffff
83,42,w,ffffff
84,42,w,ffffff
85,42,br,ffff7f
86,42,gr,7f7f7f
87,42,gr,ff7f7f
88,42,gr,ff7f7f
89,42,gr,ff7f7f
90,42,gr,ff7f7f
91,42,gr,ff7f7f
92,42,gr,ff7f7f
93,42,gr,ffff7f
94,42,gr,ff7f7f
95,42,gr,7f7f7f
96,42,gr,7f7f7f
97,42,gr,ff7f7f
98,42,gr,ff7f7f
99,42,gr,ff7f7f
100,42,gr,ff7f7f
101,42,gr,ffff7f
102,42,gr,ff7f7f
103,42,gr,ff7f7f
104,42,gr,ff7f7f
105,42,gr,ff7f7f
106,42,gr,ffff7f
107,42,gr,ff7f7f
108,42,gr,7f7f7f
109,42,gr,7f7f7f
110,42,gr,7f7f7f
111,42,gr,7f7f7f
112,42,gr,7f7f7f
113,42,gr,7f7f7f
114,42,gr,7f7f7f
115,42,gr,7f7f7f
116,42,g,7f7f7f
117,42,g,7f7f0
118,42,g,7f7f0
119,42,g,7f7f0
120,42,g,7f7f7f
121,42,g,7f7f7f
122,42,g,7f7f7f
123,42,g,7f7f7f
124,42,g,7f7f7f
125,42,g,7f7f7f
126,42,g,7f7f7f
127,42,g,7f7f7f
128,42,g,7f7f7f
129,42,b,7f7f7f
130,42,b,7f7f7f
131,42,b,7f7fff
132,42,w,ffffff
133,42,w,ffffff
134,42,w,ffffff
135,42,w,ffffff
136,42,w,ffffff
137,42,w,ffffff
138,42,b,7f7fff
139,42,br,ffffff
140,42,b,7f7f7f
141,42,b,7f7f7f
142,42,b,007f
143,42,b,007f
144,42,b,007f
145,42,g,7f7f7f
146,42,b,7f7fff
147,42,b,7f7f7f
148,42,b,ffffff
149,42,w,ffffff
150,42,w,ffffff
151,42,w,ffffff
152,42,w,ffffff
153,42,w,ffffff
154,42,w,ffffff
155,42,w,ffffff
156,42,w,ffffff
157,42,w,ffffff
158,42,w,ffffff
159,42,w,ffffff
160,42,w,ffffff
161,42,w,ffffff
162,42,b,ffffff
163,42,b,7f7f7f
164,42,b,7f7fff
165,42,w,ffffff
166,42,w,ffffff
167,42,w,ffffff
168,42,w,ffffff
169,42,w,ffffff
170,42,w,ffffff
171,42,w,ffffff
172,42,w,ffffff
173,42,b,7f7f7f
174,42,b,7f7f7f
175,42,b,7f7f7f
176,42,b,7f7f7f
177,42,b,7f7fff
178,42,b,7f7f7f
179,42,b,7f7f7f
-180,41,b,007f
-179,41,b,007f
-178,41,b,007f
-177,41,b,07f7f
-176,41,b,7f7fff
-175,41,b,7f7f7f
-174,41,b,7f7f7f
-173,41,b,7f7f7f
-172,41,b,7f7fff
-171,41,w,ffffff
-170,41,b,ffffff
-169,41,b,7f7f7f
-168,41,b,007f
-167,41,b,000
-166,41,b,007f
-165,41,b,000
-164,41,b,007f
-163,41,b,007f
-162,41,b,000
-161,41,b,000
-160,41,b,007f
-159,41,b,000
-158,41,b,007f
-157,41,b,007f
-156,41,b,007f
-155,41,b,007f
-154,41,b,7f7f7f
-153,41,b,7f7f7f
-152,41,b,7f7f7f
-151,41,b,7f7f7f
-150,41,b,7f7f7f
-149,41,b,ffffff
-148,41,b,7f7fff
-147,41,b,ffffff
-146,41,b,7f7fff
-145,41,b,7f7fff
-144,41,b,ffffff
-143,41,b,7fffff
-142,41,b,7f7f7f
-141,41,b,007f
-140,41,b,007f
-139,41,b,007f
-138,41,b,007f
-137,41,b,7f7f7f
-136,41,b,7f7f7f
-135,41,b,7fffff
-134,41,w,ffffff
-133,41,g,ffffff
-132,41,b,7f7f7f
-131,41,b,7f7f7f
-130,41,w,ffffff
-129,41,b,7f7f7f
-128,41,b,7f7f7f
-127,41,b,7f7f7f
-126,41,b,7f7f7f
-125,41,b,007f
-124,41,g,000
-123,41,g,7f7f0
-122,41,gr,000
-121,41,gr,7f7f7f
-120,41,gr,7f7f7f
-119,41,gr,7f7f7f
-118,41,gr,7f7f7f
-117,41,gr,7f7f7f
-116,41,gr,7f7f7f
-115,41,gr,7f7f7f
-114,41,gr,ffff7f
-113,41,gr,7f7f7f
-112,41,g,7f7f0
-111,41,gr,7f7f0
-110,41,gr,7f7f7f
-109,41,gr,7f7f7f
-108,41,w,7f7f7f
-107,41,gr,7f7f7f
-106,41,gr,7f7f7f
-105,41,gr,7f7f7f
-104,41,gr,7f7f7f
-103,41,gr,7f7f7f
-102,41,gr,7f7f0
-101,41,g,7f7f0
-100,41,g,7f7f0
-99,41,g,7f7f0
-98,41,g,7f7f0
-97,41,g,7f7f0
-96,41,g,07f0
-95,41,g,7f7f0
-94,41,g,7f7f0
-93,41,g,7f7f0
-92,41,g,7f7f0
-91,41,g,7f7f0
-90,41,g,7f7f0
-89,41,g,7f7f0
-88,41,g,7f7f7f
-87,41,g,7f7f7f
-86,41,g,7f7f7f
-85,41,g,7f7f7f
-84,41,g,7fff7f
-83,41,w,ffffff
-82,41,w,ffffff
-81,41,w,ffffff
-80,41,w,ffffff
-79,41,w,ffffff
-78,41,w,ffffff
-77,41,w,ffffff
-76,41,g,7fff7f
-75,41,g,7f7f7f
-74,41,b,7f7f7f
-73,41,b,007f
-72,41,b,7f7f7f
-71,41,b,007f
-70,41,b,007f
-69,41,b,007f
-68,41,b,007f
-67,41,b,007f
-66,41,b,007f
-65,41,b,007f
-64,41,b,007f
-63,41,b,007f
-62,41,b,7f7f7f
-61,41,b,7f7f7f
-60,41,b,7f7f7f
-59,41,b,7f7f7f
-58,41,b,7f7f7f
-57,41,b,7f7f7f
-56,41,b,7fffff
-55,41,b,7f7f7f
-54,41,b,000
-53,41,b,7f7f7f
-52,41,b,007f
-51,41,b,007f
-50,41,b,7f7f7f
-49,41,b,7f7fff
-48,41,w,ffffff
-47,41,b,7fffff
-46,41,b,7f7f7f
-45,41,b,07f7f
-44,41,b,007f
-43,41,b,000
-42,41,b,000
-41,41,b,007f
-40,41,b,007f
-39,41,b,000
-38,41,b,007f
-37,41,b,000
-36,41,b,007f
-35,41,b,7f7f7f
-34,41,b,7f7f7f
-33,41,b,7f7f7f
-32,41,b,007f
-31,41,b,007f
-30,41,b,007f
-29,41,b,7f7f7f
-28,41,b,7f7f7f
-27,41,b,7f7f7f
-26,41,b,007f
-25,41,b,7f7f7f
-24,41,b,7f7f7f
-23,41,b,ffffff
-22,41,b,ffffff
-21,41,b,7f7f7f
-20,41,b,7f7f7f
-19,41,b,7f7f7f
-18,41,b,7f7f7f
-17,41,b,7f7f7f
-16,41,b,7f7f7f
-15,41,b,007f
-14,41,b,007f
-13,41,b,7f7f7f
-12,41,b,7f7f7f
-11,41,b,000
-10,41,b,007f
-9,41,g,07f0
-8,41,gr,7f7f0
-7,41,gr,7f7f0
-6,41,gr,7f7f7f
-5,41,gr,7f7f0
-4,41,gr,7f7f7f
-3,41,gr,7f7f0
-2,41,gr,7f7f0
-1,41,gr,7f7f7f
0,41,gr,7f7f7f
1,41,b,000
2,41,b,000
3,41,b,000
4,41,b,000
5,41,b,000
6,41,b,000
7,41,b,000
8,41,g,7f7f0
9,41,g,7f7f7f
10,41,b,000
11,41,b,000
12,41,b,007f
13,41,b,000
14,41,b,000
15,41,g,7f7f0
16,41,g,7f7f0
17,41,b,7f7f7f
18,41,b,007f
19,41,g,000
20,41,g,7f7f7f
21,41,g,7f7f7f
22,41,g,7f7f7f
23,41,g,7f7f0
24,41,b,000
25,41,b,007f
26,41,g,7f7f7f
27,41,g,7f7f0
28,41,b,007f
29,41,g,7f7f0
30,41,g,7f7f0
31,41,g,7f7f0
32,41,gr,7f7f7f
33,41,gr,7f7f7f
34,41,g,7f7f0
35,41,g,7f7f7f
36,41,gr,ffff7f
37,41,gr,7f7f7f
38,41,g,7f7f7f
39,41,g,7f7f7f
40,41,g,7f7f7f
41,41,g,7f7f7f
42,41,g,7f7f7f
43,41,g,7f7f7f
44,41,g,7f7f0
45,41,g,7f7f0
46,41,g,7f7f7f
47,41,gr,7f7f7f
48,41,gr,7f7f0
49,41,w,7f7f7f
50,41,b,007f
51,41,b,007f
52,41,b,007f
53,41,br,ffff7f
54,41,br,ffff7f
55,41,gr,ffff7f
56,41,gr,ffff7f
57,41,gr,ffff7f
58,41,gr,ffff7f
59,41,gr,ffff7f
60,41,gr,ffff7f
61,41,gr,ffff7f
62,41,gr,ffff7f
63,41,gr,ffff7f
64,41,gr,ff7f7f
65,41,gr,7f7f7f
66,41,gr,7f7f7f
67,41,gr,7f7f7f
68,41,gr,7f7f7f
69,41,gr,7f7f7f
70,41,gr,7f7f7f
71,41,g,7f7f7f
72,41,g,7f7f7f
73,41,w,7f7f7f
74,41,br,ffffff
75,41,w,ffffff
76,41,br,ffffff
77,41,w,ffffff
78,41,w,ffffff
79,41,w,ffffff
80,41,w,ffffff
81,41,w,ffffff
82,41,w,ffffff
83,41,w,ffffff
84,41,w,ffffff
85,41,br,ffffff
86,41,br,ffff7f
87,41,gr,ffff7f
88,41,gr,ffff7f
89,41,gr,ffff7f
90,41,gr,ffff7f
91,41,gr,ffff7f
92,41,gr,ff7f7f
93,41,gr,ff7f7f
94,41,gr,ff7f7f
95,41,gr,ff7f7f
96,41,gr,ff7f7f
97,41,gr,ffff7f
98,41,gr,ff7f7f
99,41,gr,ff7f7f
100,41,gr,ff7f7f
101,41,gr,ff7f7f
102,41,gr,ff7f7f
103,41,gr,ffff7f
104,41,gr,ffff7f
105,41,gr,ffff7f
106,41,gr,ff7f7f
107,41,gr,ff7f7f
108,41,gr,7f7f7f
109,41,gr,7f7f7f
110,41,gr,7f7f7f
111,41,gr,7f7f7f
112,41,gr,7f7f7f
113,41,gr,7f7f7f
114,41,g,7f7f7f
115,41,g,7f7f0
116,41,g,7f7f7f
117,41,g,7f7f7f
118,41,g,7f7f7f
119,41,g,7f7f7f
120,41,g,7f7f7f
121,41,g,7f7f7f
122,41,g,7f7f7f
123,41,g,7f7f7f
124,41,g,7f7f7f
125,41,g,7f7f7f
126,41,g,7f7f7f
127,41,g,7f7f7f
128,41,g,7f7f7f
129,41,b,7f7f7f
130,41,b,7f7f7f
131,41,b,7f7f7f
132,41,b,7f7f7f
133,41,b,7f7f7f
134,41,b,ffffff
135,41,b,7f7fff
136,41,b,7f7fff
137,41,b,7f7f7f
138,41,w,ffffff
139,41,b,7f7fff
140,41,br,ffffff
141,41,g,7f7f7f
142,41,b,7f7f7f
143,41,b,7f7f7f
144,41,b,007f
145,41,b,000
146,41,b,007f
147,41,b,7f7f7f
148,41,b,7f7fff
149,41,b,7f7f7f
150,41,b,7f7f7f
151,41,b,7f7f7f
152,41,b,7f7f7f
153,41,w,ffffff
154,41,w,ffffff
155,41,w,ffffff
156,41,w,ffffff
157,41,w,ffffff
158,41,w,ffffff
159,41,w,ffffff
160,41,w,ffffff
161,41,w,ffffff
162,41,w,ffffff
163,41,b,7f7f7f
164,41,b,ffffff
165,41,b,ffffff
166,41,w,ffffff
167,41,w,ffffff
168,41,w,ffffff
169,41,w,ffffff
170,41,w,ffffff
171,41,b,7f7fff
172,41,b,7f7f7f
173,41,b,7f7f7f
174,41,b,7f7f7f
175,41,b,7f7fff
176,41,b,7f7f7f
177,41,b,7f7f7f
178,41,b,007f
179,41,b,007f
-180,40,b,007f
-179,40,b,007f
-178,40,b,007f
-177,40,b,007f
-176,40,b,7f7f7f
-175,40,b,7f7f7f
-174,40,b,7f7f7f
-173,40,b,7f7fff
-172,40,w,ffffff
-171,40,b,7fffff
-170,40,b,7f7f7f
-169,40,b,7f7f7f
-168,40,b,000
-167,40,b,007f
-166,40,b,000
-165,40,b,007f
-164,40,b,000
-163,40,b,7f7f7f
-162,40,b,000
-161,40,b,007f
-160,40,b,000
-159,40,b,007f
-158,40,b,007f
-157,40,b,007f
-156,40,b,007f
-155,40,b,007f
-154,40,b,7f7f7f
-153,40,b,007f
-152,40,b,7f7f7f
-151,40,b,7f7f7f
-150,40,b,7f7f7f
-149,40,b,7f7f7f
-148,40,b,7fffff
-147,40,b,7fffff
-146,40,b,ffffff
-145,40,w,ffffff
-144,40,w,ffffff
-143,40,w,ffffff
-142,40,w,ffffff
-141,40,b,ffffff
-140,40,b,7f7f7f
-139,40,b,7f7f7f
-138,40,b,7f7f7f
-137,40,b,7f7f7f
-136,40,b,7f7f7f
-135,40,b,7f7f7f
-134,40,b,7f7f7f
-133,40,b,7f7f7f
-132,40,b,7f7f7f
-131,40,b,7f7f7f
-130,40,b,7f7f7f
-129,40,b,7f7f7f
-128,40,b,7f7fff
-127,40,b,7f7fff
-126,40,b,007f
-125,40,b,007f
-124,40,g,000
-123,40,w,7f7f0
-122,40,gr,7f7f0
-121,40,gr,7f00
-120,40,gr,7f7f7f
-119,40,gr,7f7f7f
-118,40,gr,7f7f7f
-117,40,gr,7f7f7f
-116,40,gr,7f7f7f
-115,40,gr,7f7f7f
-114,40,gr,7f7f7f
-113,40,gr,7f7f7f
-112,40,gr,7f7f0
-111,40,gr,7f7f7f
-110,40,gr,7f7f7f
-109,40,gr,7f7f7f
-108,40,g,7f7f7f
-107,40,g,7f7f7f
-106,40,gr,7f7f7f
-105,40,gr,7f7f7f
-104,40,gr,7f7f7f
-103,40,gr,7f7f7f
-102,40,gr,7f7f7f
-101,40,gr,7f7f0
-100,40,g,7f7f0
-99,40,g,7f7f0
-98,40,g,7f7f0
-97,40,g,7f7f0
-96,40,g,7f7f0
-95,40,g,7f7f7f
-94,40,g,7f7f7f
-93,40,g,7f7f7f
-92,40,g,7f7f7f
-91,40,g,7f7f0
-90,40,g,7f7f0
-89,40,g,7f7f7f
-88,40,g,7f7f7f
-87,40,g,7fff7f
-86,40,g,7f7f7f
-85,40,g,7f7f7f
-84,40,br,ffffff
-83,40,w,ffffff
-82,40,w,ffffff
-81,40,w,ffffff
-80,40,w,ffffff
-79,40,w,ffffff
-78,40,w,ffffff
-77,40,w,ffffff
-76,40,w,ffffff
-75,40,w,ffffff
-74,40,b,7f7fff
-73,40,b,7f7fff
-72,40,b,7f7fff
-71,40,b,7f7f7f
-70,40,b,7f7f7f
-69,40,b,000
-68,40,b,007f
-67,40,b,007f
-66,40,b,007f
-65,40,b,007f
-64,40,b,7f7f7f
-63,40,b,7f7fff
-62,40,w,ffffff
-61,40,b,7f7f7f
-60,40,b,7f7f7f
-59,40,b,7f7f7f
-58,40,b,007f
-57,40,b,7f7f7f
-56,40,b,7f7f7f
-55,40,b,007f
-54,40,b,007f
-53,40,b,007f
-52,40,b,007f
-51,40,b,07f7f
-50,40,w,ffffff
-49,40,w,ffffff
-48,40,b,7f7fff
-47,40,b,7f7f7f
-46,40,b,007f
-45,40,b,007f
-44,40,b,000
-43,40,b,000
-42,40,b,000
-41,40,b,000
-40,40,b,000
-39,40,b,000
-38,40,b,000
-37,40,b,000
-36,40,b,7f7f7f
-35,40,b,7f7f7f
-34,40,b,7f7f7f
-33,40,b,007f
-32,40,b,7f7f7f
-31,40,b,7f7f7f
-30,40,b,7f7fff
-29,40,b,7f7f7f
-28,40,w,ffffff
-27,40,b,7f7fff
-26,40,b,007f
-25,40,b,7f7f7f
-24,40,b,7f7fff
-23,40,b,7f7f7f
-22,40,b,7f7f7f
-21,40,w,ffffff
-20,40,b,7f7fff
-19,40,b,7f7fff
-18,40,b,7f7f7f
-17,40,b,7f7f7f
-16,40,b,7f7f7f
-15,40,b,7f7f7f
-14,40,b,000
-13,40,b,7f7f7f
-12,40,b,7f7f7f
-11,40,b,007f
-10,40,b,000
-9,40,g,7f7f0
-8,40,gr,7f7f0
-7,40,gr,7f7f0
-6,40,gr,7f7f7f
-5,40,gr,7f7f7f
-4,40,gr,7f7f7f
-3,40,gr,7f7f7f
-2,40,gr,7f7f7f
-1,40,gr,7f7f7f
0,40,b,000
1,40,b,007f
2,40,b,007f
3,40,b,007f
4,40,b,007f
5,40,b,000
6,40,b,000
7,40,b,000
8,40,g,7f7f7f
9,40,w,000
10,40,b,000
11,40,b,000
12,40,b,000
13,40,b,000
14,40,b,007f
15,40,b,000
16,40,g,7f7f0
17,40,b,000
18,40,b,007f
19,40,b,000
20,40,g,7f7f0
21,40,g,7f7f0
22,40,g,7f7f7f
23,40,b,000
24,40,b,000
25,40,b,000
26,40,b,7f7f7f
27,40,g,7f7f0
28,40,g,7f7f0
29,40,g,7f7f0
30,40,gr,7f7f7f
31,40,gr,7f7f7f
32,40,gr,7f7f7f
33,40,gr,7f7f7f
34,40,gr,7f7f7f
35,40,gr,7f7f7f
36,40,gr,7f7f7f
37,40,gr,7f7f7f
38,40,gr,7f7f7f
39,40,gr,7f7f0
40,40,gr,7f7f7f
41,40,gr,7f7f7f
42,40,gr,7f7f7f
43,40,gr,7f7f7f
44,40,gr,7f7f7f
45,40,g,7f7f7f
46,40,g,7f7f0
47,40,gr,7f7f7f
48,40,gr,7f7f7f
49,40,b,07f7f
50,40,b,007f
51,40,b,007f
52,40,b,007f
53,40,gr,7f7f7f
54,40,gr,ff7f7f
55,40,gr,ffff7f
56,40,gr,ffff7f
57,40,gr,ffff7f
58,40,gr,ffff7f
59,40,gr,ff7f7f
60,40,gr,ff7f7f
61,40,gr,ffff7f
62,40,gr,ffff7f
63,40,gr,ff7f7f
64,40,gr,ff7f7f
65,40,gr,ff7f7f
66,40,gr,7f7f7f
67,40,gr,7f7f7f
68,40,gr,7f7f7f
69,40,gr,7f7f7f
70,40,br,ffffff
71,40,w,ffffff
72,40,w,ffffff
73,40,br,ffffff
74,40,br,ffffff
75,40,w,ffffff
76,40,gr,ffff7f
77,40,w,ffffff
78,40,w,ffffff
79,40,w,ffffff
80,40,w,ffffff
81,40,w,ffffff
82,40,w,ffffff
83,40,gr,ffffff
84,40,gr,ffff7f
85,40,gr,ffff7f
86,40,gr,ffff7f
87,40,gr,ffff7f
88,40,gr,ffff7f
89,40,gr,ffff7f
90,40,gr,ffff7f
91,40,gr,ff7f7f
92,40,gr,ffff7f
93,40,gr,ff7f7f
94,40,gr,ff7f7f
95,40,gr,ff7f7f
96,40,gr,7f7f7f
97,40,gr,7f7f7f
98,40,gr,7f7f7f
99,40,gr,ff7f7f
100,40,gr,ffff7f
101,40,gr,ff7f7f
102,40,gr,ff7f7f
103,40,gr,ff7f7f
104,40,gr,ff7f7f
105,40,gr,ffff7f
106,40,gr,ff7f7f
107,40,gr,ff7f7f
108,40,gr,7f7f7f
109,40,gr,7f7f7f
110,40,gr,7f7f7f
111,40,gr,7f7f7f
112,40,gr,7f7f7f
113,40,g,7f7f7f
114,40,g,7f7f7f
115,40,g,7f7f7f
116,40,g,7f7f7f
117,40,g,7f7f7f
118,40,g,7f7f7f
119,40,b,7f7f7f
120,40,b,7f7f7f
121,40,b,7f7f7f
122,40,g,7f7f7f
123,40,b,7f7fff
124,40,g,7f7f7f
125,40,g,7f7f7f
126,40,g,7fff7f
127,40,b,7f7f7f
128,40,b,7f7f7f
129,40,b,7f7f7f
130,40,b,7f7f7f
131,40,w,ffffff
132,40,b,7f7f7f
133,40,b,7f7f7f
134,40,b,7f7f7f
135,40,b,7f7f7f
136,40,b,7f7f7f
137,40,b,7f7f7f
138,40,b,7f7f7f
139,40,b,7f7fff
140,40,g,7fff7f
141,40,g,7f7f7f
142,40,b,7f7f7f
143,40,b,7f7f7f
144,40,b,007f
145,40,b,007f
146,40,b,7f7f7f
147,40,b,7f7f7f
148,40,b,7f7f7f
149,40,b,007f
150,40,b,007f
151,40,b,7f7f7f
152,40,w,ffffff
153,40,w,ffffff
154,40,w,ffffff
155,40,w,ffffff
156,40,w,ffffff
157,40,w,ffffff
158,40,w,ffffff
159,40,w,ffffff
160,40,w,ffffff
161,40,w,ffffff
162,40,w,ffffff
163,40,b,ffffff
164,40,b,7f7f7f
165,40,w,ffffff
166,40,w,ffffff
167,40,w,ffffff
168,40,w,ffffff
169,40,w,ffffff
170,40,w,ffffff
171,40,b,7f7fff
172,40,b,007f
173,40,b,7f7f7f
174,40,b,7f7f7f
175,40,b,7f7f7f
176,40,b,7f7f7f
177,40,b,7f7f7f
178,40,b,7f7f7f
179,40,b,07f7f
-180,39,b,007f
-179,39,b,007f
-178,39,b,007f
-177,39,b,07f7f
-176,39,b,7f7f7f
-175,39,b,7f7f7f
-174,39,b,7f7fff
-173,39,b,ffffff
-172,39,w,ffffff
-171,39,b,7f7fff
-170,39,b,7f7f7f
-169,39,b,007f
-168,39,b,007f
-167,39,b,007f
-166,39,b,000
-165,39,b,007f
-164,39,b,007f
-163,39,b,007f
-162,39,b,000
-161,39,b,007f
-160,39,b,7f7f7f
-159,39,b,7f7f7f
-158,39,b,007f
-157,39,b,007f
-156,39,b,007f
-155,39,b,7f7f7f
-154,39,b,7f7f7f
-153,39,b,007f
-152,39,b,000
-151,39,b,007f
-150,39,b,7f7f7f
-149,39,b,7f7f7f
-148,39,b,7f7f7f
-147,39,b,7f7fff
-146,39,b,ffffff
-145,39,w,ffffff
-144,39,w,ffffff
-143,39,w,ffffff
-142,39,w,ffffff
-141,39,w,ffffff
-140,39,w,ffffff
-139,39,b,7f7f7f
-138,39,b,7f7f7f
-137,39,b,7f7f7f
-136,39,b,7f7f7f
-135,39,b,7f7fff
-134,39,b,7f7f7f
-133,39,b,7f7f7f
-132,39,b,7f7f7f
-131,39,b,7f7fff
-130,39,w,ffffff
-129,39,b,7f7fff
-128,39,b,7f7fff
-127,39,b,7f7f7f
-126,39,b,7f7f7f
-125,39,b,007f
-124,39,b,000
-123,39,g,7f7f0
-122,39,gr,7f7f0
-121,39,gr,7f00
-120,39,gr,7f7f7f
-119,39,gr,7f7f7f
-118,39,gr,7f7f7f
-117,39,gr,7f7f7f
-116,39,gr,7f7f7f
-115,39,gr,7f7f7f
-114,39,gr,7f7f7f
-113,39,gr,7f7f7f
-112,39,gr,7f7f7f
-111,39,gr,ff7f7f
-110,39,gr,7f7f7f
-109,39,gr,7f7f7f
-108,39,g,7f7f7f
-107,39,g,7f7f0
-106,39,w,7f7f7f
-105,39,gr,7f7f7f
-104,39,gr,7f7f7f
-103,39,gr,7f7f7f
-102,39,gr,7f7f7f
-101,39,gr,7f7f7f
-100,39,gr,7f7f7f
-99,39,g,7f7f7f
-98,39,g,7f7f0
-97,39,g,7f7f0
-96,39,g,7f7f0
-95,39,g,7f7f0
-94,39,g,7f7f0
-93,39,g,7f7f7f
-92,39,g,7f7f7f
-91,39,g,7f7f7f
-90,39,g,7f7f7f
-89,39,g,7f7f7f
-88,39,g,7f7f7f
-87,39,g,7f7f7f
-86,39,g,ffff7f
-85,39,g,7f7f7f
-84,39,br,ffffff
-83,39,w,ffffff
-82,39,w,ffffff
-81,39,w,ffffff
-80,39,w,ffffff
-79,39,w,ffffff
-78,39,w,ffffff
-77,39,w,ffffff
-76,39,w,ffffff
-75,39,w,ffffff
-74,39,w,ffffff
-73,39,w,ffffff
-72,39,w,ffffff
-71,39,w,ffffff
-70,39,b,7f7f7f
-69,39,b,7f7f7f
-68,39,b,7f7f7f
-67,39,b,7f7f7f
-66,39,b,7f7f7f
-65,39,b,7f7f7f
-64,39,b,7f7f7f
-63,39,b,7f7fff
-62,39,b,7f7f7f
-61,39,b,7f7f7f
-60,39,b,7f7f7f
-59,39,b,000
-58,39,b,007f
-57,39,b,007f
-56,39,b,007f
-55,39,b,7f7f7f
-54,39,b,7f7fff
-53,39,b,007f
-52,39,b,007f
-51,39,b,ffffff
-50,39,w,ffffff
-49,39,b,ffffff
-48,39,b,7f7f7f
-47,39,b,007f
-46,39,b,007f
-45,39,b,000
-44,39,b,000
-43,39,b,000
-42,39,b,000
-41,39,b,000
-40,39,b,000
-39,39,b,000
-38,39,b,007f
-37,39,b,7f7f7f
-36,39,b,7f7f7f
-35,39,b,7f7f7f
-34,39,b,007f
-33,39,b,007f
-32,39,b,7f7f7f
-31,39,b,7f7f7f
-30,39,b,007f
-29,39,b,7f7f7f
-28,39,b,7f7f7f
-27,39,b,7f7fff
-26,39,b,000
-25,39,b,7f7f7f
-24,39,b,7f7f7f
-23,39,b,7f7f7f
-22,39,b,7f7f7f
-21,39,b,7f7f7f
-20,39,b,7f7f7f
-19,39,b,7f7f7f
-18,39,b,7f7fff
-17,39,b,7f7f7f
-16,39,w,ffffff
-15,39,b,7f7f7f
-14,39,b,007f
-13,39,b,7f7f7f
-12,39,b,7f7f7f
-11,39,b,7f7f7f
-10,39,b,007f
-9,39,g,7f7f7f
-8,39,gr,7f7f7f
-7,39,gr,7f7f7f
-6,39,gr,7f7f7f
-5,39,gr,7f7f7f
-4,39,gr,7f7f7f
-3,39,gr,7f7f7f
-2,39,gr,7f7f7f
-1,39,g,7f7f7f
0,39,b,007f
1,39,b,007f
2,39,b,007f
3,39,b,007f
4,39,b,007f
5,39,b,000
6,39,b,000
7,39,b,007f
8,39,b,000
9,39,b,000
10,39,b,000
11,39,b,000
12,39,b,000
13,39,b,000
14,39,b,000
15,39,b,000
16,39,b,007f
17,39,b,007f
18,39,b,000
19,39,b,000
20,39,b,000
21,39,g,7f7f0
22,39,g,7f7f7f
23,39,g,7f7f7f
24,39,b,000
25,39,b,007f
26,39,w,000
27,39,g,7f7f7f
28,39,gr,7f7f7f
29,39,gr,7f7f7f
30,39,gr,7f7f7f
31,39,gr,7f7f7f
32,39,gr,7f7f7f
33,39,gr,ff7f7f
34,39,gr,7f7f7f
35,39,gr,7f7f7f
36,39,gr,7f7f7f
37,39,gr,7f7f7f
38,39,gr,7f7f7f
39,39,gr,7f7f7f
40,39,gr,7f7f7f
41,39,gr,7f7f7f
42,39,gr,7f7f7f
43,39,gr,7f7f7f
44,39,gr,7f7f7f
45,39,gr,7f7f7f
46,39,gr,7f7f7f
47,39,gr,7f7f7f
48,39,gr,7f7f7f
49,39,b,007f
50,39,b,007f
51,39,b,007f
52,39,b,007f
53,39,b,007f
54,39,w,ffffff
55,39,gr,ff7f7f
56,39,gr,7f7f7f
57,39,gr,ff7f7f
58,39,gr,ffff7f
59,39,gr,ffff7f
60,39,gr,ffff7f
61,39,gr,ff7f7f
